region,municipality,district,party,votes
Västra Götalands läns västra,Kungälv,16 - Marstrand,C,66
Västra Götalands läns västra,Kungälv,16 - Marstrand,MP,42
Västra Götalands läns västra,Kungälv,16 - Marstrand,V,25
Västra Götalands läns västra,Kungälv,16 - Marstrand,ÖVR,6
Västra Götalands läns västra,Kungälv,16 - Marstrand,BLANK,4
Västra Götalands läns västra,Kungälv,16 - Marstrand,FI,3
Västra Götalands läns västra,Kungälv,16 - Marstrand,OGEJ,0
Västra Götalands läns västra,Kungälv,16 - Marstrand,OG,0
Västra Götalands läns västra,Kungälv,17 - Munkegärde,S,391
Västra Götalands läns västra,Kungälv,17 - Munkegärde,M,280
Västra Götalands läns västra,Kungälv,17 - Munkegärde,SD,202
Västra Götalands läns västra,Kungälv,17 - Munkegärde,KD,90
Västra Götalands läns västra,Kungälv,17 - Munkegärde,C,88
Västra Götalands läns västra,Kungälv,17 - Munkegärde,V,80
Västra Götalands läns västra,Kungälv,17 - Munkegärde,L,66
Västra Götalands läns västra,Kungälv,17 - Munkegärde,MP,47
Västra Götalands läns västra,Kungälv,17 - Munkegärde,BLANK,15
Västra Götalands läns västra,Kungälv,17 - Munkegärde,ÖVR,6
Västra Götalands läns västra,Kungälv,17 - Munkegärde,FI,2
Västra Götalands läns västra,Kungälv,17 - Munkegärde,OGEJ,0
Västra Götalands läns västra,Kungälv,17 - Munkegärde,OG,0
Västra Götalands läns västra,Kungälv,18 - Rollsbo-Bredsten,S,208
Västra Götalands läns västra,Kungälv,18 - Rollsbo-Bredsten,M,195
Västra Götalands läns västra,Kungälv,18 - Rollsbo-Bredsten,SD,117
Västra Götalands läns västra,Kungälv,18 - Rollsbo-Bredsten,KD,82
Västra Götalands läns västra,Kungälv,18 - Rollsbo-Bredsten,C,70
Västra Götalands läns västra,Kungälv,18 - Rollsbo-Bredsten,L,67
Västra Götalands läns västra,Kungälv,18 - Rollsbo-Bredsten,MP,50
Västra Götalands läns västra,Kungälv,18 - Rollsbo-Bredsten,V,46
Västra Götalands läns västra,Kungälv,18 - Rollsbo-Bredsten,ÖVR,13
Västra Götalands läns västra,Kungälv,18 - Rollsbo-Bredsten,BLANK,7
Västra Götalands läns västra,Kungälv,18 - Rollsbo-Bredsten,FI,5
Västra Götalands läns västra,Kungälv,18 - Rollsbo-Bredsten,OGEJ,0
Västra Götalands läns västra,Kungälv,18 - Rollsbo-Bredsten,OG,0
Västra Götalands läns västra,Kungälv,19 - Sadelmakaren-Reparatören,S,344
Västra Götalands läns västra,Kungälv,19 - Sadelmakaren-Reparatören,M,146
Västra Götalands läns västra,Kungälv,19 - Sadelmakaren-Reparatören,SD,140
Västra Götalands läns västra,Kungälv,19 - Sadelmakaren-Reparatören,V,65
Västra Götalands läns västra,Kungälv,19 - Sadelmakaren-Reparatören,KD,63
Västra Götalands läns västra,Kungälv,19 - Sadelmakaren-Reparatören,L,57
Västra Götalands läns västra,Kungälv,19 - Sadelmakaren-Reparatören,C,38
Västra Götalands läns västra,Kungälv,19 - Sadelmakaren-Reparatören,MP,23
Västra Götalands läns västra,Kungälv,19 - Sadelmakaren-Reparatören,BLANK,11
Västra Götalands läns västra,Kungälv,19 - Sadelmakaren-Reparatören,ÖVR,9
Västra Götalands läns västra,Kungälv,19 - Sadelmakaren-Reparatören,FI,6
Västra Götalands läns västra,Kungälv,19 - Sadelmakaren-Reparatören,OG,1
Västra Götalands läns västra,Kungälv,19 - Sadelmakaren-Reparatören,OGEJ,0
Västra Götalands läns västra,Kungälv,1 - Centrum,S,314
Västra Götalands läns västra,Kungälv,1 - Centrum,M,224
Västra Götalands läns västra,Kungälv,1 - Centrum,SD,143
Västra Götalands läns västra,Kungälv,1 - Centrum,L,93
Västra Götalands läns västra,Kungälv,1 - Centrum,C,89
Västra Götalands läns västra,Kungälv,1 - Centrum,KD,86
Västra Götalands läns västra,Kungälv,1 - Centrum,V,59
Västra Götalands läns västra,Kungälv,1 - Centrum,MP,45
Västra Götalands läns västra,Kungälv,1 - Centrum,ÖVR,11
Västra Götalands läns västra,Kungälv,1 - Centrum,BLANK,10
Västra Götalands läns västra,Kungälv,1 - Centrum,FI,4
Västra Götalands läns västra,Kungälv,1 - Centrum,OGEJ,1
Västra Götalands läns västra,Kungälv,1 - Centrum,OG,0
Västra Götalands läns västra,Kungälv,20 - Skälebräcke-Kongahälla-Trankärr,S,309
Västra Götalands läns västra,Kungälv,20 - Skälebräcke-Kongahälla-Trankärr,M,253
Västra Götalands läns västra,Kungälv,20 - Skälebräcke-Kongahälla-Trankärr,SD,169
Västra Götalands läns västra,Kungälv,20 - Skälebräcke-Kongahälla-Trankärr,KD,84
Västra Götalands läns västra,Kungälv,20 - Skälebräcke-Kongahälla-Trankärr,C,72
Västra Götalands läns västra,Kungälv,20 - Skälebräcke-Kongahälla-Trankärr,V,66
Västra Götalands läns västra,Kungälv,20 - Skälebräcke-Kongahälla-Trankärr,L,59
Västra Götalands läns västra,Kungälv,20 - Skälebräcke-Kongahälla-Trankärr,MP,43
Västra Götalands läns västra,Kungälv,20 - Skälebräcke-Kongahälla-Trankärr,ÖVR,10
Västra Götalands läns västra,Kungälv,20 - Skälebräcke-Kongahälla-Trankärr,BLANK,10
Västra Götalands läns västra,Kungälv,20 - Skälebräcke-Kongahälla-Trankärr,FI,4
Västra Götalands läns västra,Kungälv,20 - Skälebräcke-Kongahälla-Trankärr,OGEJ,1
Västra Götalands läns västra,Kungälv,20 - Skälebräcke-Kongahälla-Trankärr,OG,0
Västra Götalands läns västra,Kungälv,21 - Solberga-Rörtången,M,283
Västra Götalands läns västra,Kungälv,21 - Solberga-Rörtången,S,220
Västra Götalands läns västra,Kungälv,21 - Solberga-Rörtången,SD,219
Västra Götalands läns västra,Kungälv,21 - Solberga-Rörtången,C,112
Västra Götalands läns västra,Kungälv,21 - Solberga-Rörtången,KD,90
Västra Götalands läns västra,Kungälv,21 - Solberga-Rörtången,V,55
Västra Götalands läns västra,Kungälv,21 - Solberga-Rörtången,L,53
Västra Götalands läns västra,Kungälv,21 - Solberga-Rörtången,MP,52
Västra Götalands läns västra,Kungälv,21 - Solberga-Rörtången,BLANK,4
Västra Götalands läns västra,Kungälv,21 - Solberga-Rörtången,FI,3
Västra Götalands läns västra,Kungälv,21 - Solberga-Rörtången,ÖVR,3
Västra Götalands läns västra,Kungälv,21 - Solberga-Rörtången,OGEJ,0
Västra Götalands läns västra,Kungälv,21 - Solberga-Rörtången,OG,0
Västra Götalands läns västra,Kungälv,22 - Solberg-Duvesjön-Norrmannebo,SD,287
Västra Götalands läns västra,Kungälv,22 - Solberg-Duvesjön-Norrmannebo,M,208
Västra Götalands läns västra,Kungälv,22 - Solberg-Duvesjön-Norrmannebo,S,203
Västra Götalands läns västra,Kungälv,22 - Solberg-Duvesjön-Norrmannebo,C,139
Västra Götalands läns västra,Kungälv,22 - Solberg-Duvesjön-Norrmannebo,KD,76
Västra Götalands läns västra,Kungälv,22 - Solberg-Duvesjön-Norrmannebo,V,53
Västra Götalands läns västra,Kungälv,22 - Solberg-Duvesjön-Norrmannebo,L,38
Västra Götalands läns västra,Kungälv,22 - Solberg-Duvesjön-Norrmannebo,MP,29
Västra Götalands läns västra,Kungälv,22 - Solberg-Duvesjön-Norrmannebo,BLANK,13
Västra Götalands läns västra,Kungälv,22 - Solberg-Duvesjön-Norrmannebo,ÖVR,12
Västra Götalands läns västra,Kungälv,22 - Solberg-Duvesjön-Norrmannebo,FI,2
Västra Götalands läns västra,Kungälv,22 - Solberg-Duvesjön-Norrmannebo,OG,1
Västra Götalands läns västra,Kungälv,22 - Solberg-Duvesjön-Norrmannebo,OGEJ,0
Västra Götalands läns västra,Kungälv,23 - Sparrås-Tornhaga,S,292
Västra Götalands läns västra,Kungälv,23 - Sparrås-Tornhaga,M,255
Västra Götalands läns västra,Kungälv,23 - Sparrås-Tornhaga,SD,216
Västra Götalands läns västra,Kungälv,23 - Sparrås-Tornhaga,C,90
Västra Götalands läns västra,Kungälv,23 - Sparrås-Tornhaga,V,81
Västra Götalands läns västra,Kungälv,23 - Sparrås-Tornhaga,L,78
Västra Götalands läns västra,Kungälv,23 - Sparrås-Tornhaga,KD,75
Västra Götalands läns västra,Kungälv,23 - Sparrås-Tornhaga,MP,70
Västra Götalands läns västra,Kungälv,23 - Sparrås-Tornhaga,ÖVR,19
Västra Götalands läns västra,Kungälv,23 - Sparrås-Tornhaga,BLANK,10
Västra Götalands läns västra,Kungälv,23 - Sparrås-Tornhaga,FI,4
Västra Götalands läns västra,Kungälv,23 - Sparrås-Tornhaga,OGEJ,2
Västra Götalands läns västra,Kungälv,23 - Sparrås-Tornhaga,OG,1
Västra Götalands läns västra,Kungälv,24 - Tega-Vena-Ulvesund,M,362
Västra Götalands läns västra,Kungälv,24 - Tega-Vena-Ulvesund,S,269
Västra Götalands läns västra,Kungälv,24 - Tega-Vena-Ulvesund,SD,230
Västra Götalands läns västra,Kungälv,24 - Tega-Vena-Ulvesund,KD,141
Västra Götalands läns västra,Kungälv,24 - Tega-Vena-Ulvesund,L,101
Västra Götalands läns västra,Kungälv,24 - Tega-Vena-Ulvesund,C,99
Västra Götalands läns västra,Kungälv,24 - Tega-Vena-Ulvesund,MP,58
Västra Götalands läns västra,Kungälv,24 - Tega-Vena-Ulvesund,V,57
Västra Götalands läns västra,Kungälv,24 - Tega-Vena-Ulvesund,ÖVR,8
Västra Götalands läns västra,Kungälv,24 - Tega-Vena-Ulvesund,BLANK,6
Västra Götalands läns västra,Kungälv,24 - Tega-Vena-Ulvesund,FI,3
Västra Götalands läns västra,Kungälv,24 - Tega-Vena-Ulvesund,OGEJ,0
Västra Götalands läns västra,Kungälv,24 - Tega-Vena-Ulvesund,OG,0
Västra Götalands läns västra,Kungälv,25 - Tjuvkil-Instön-Tofta,M,373
Västra Götalands läns västra,Kungälv,25 - Tjuvkil-Instön-Tofta,SD,234
Västra Götalands läns västra,Kungälv,25 - Tjuvkil-Instön-Tofta,S,232
Västra Götalands läns västra,Kungälv,25 - Tjuvkil-Instön-Tofta,C,148
Västra Götalands läns västra,Kungälv,25 - Tjuvkil-Instön-Tofta,KD,104
Västra Götalands läns västra,Kungälv,25 - Tjuvkil-Instön-Tofta,L,70
Västra Götalands läns västra,Kungälv,25 - Tjuvkil-Instön-Tofta,V,62
Västra Götalands läns västra,Kungälv,25 - Tjuvkil-Instön-Tofta,MP,42
Västra Götalands läns västra,Kungälv,25 - Tjuvkil-Instön-Tofta,BLANK,9
Västra Götalands läns västra,Kungälv,25 - Tjuvkil-Instön-Tofta,ÖVR,7
Västra Götalands läns västra,Kungälv,25 - Tjuvkil-Instön-Tofta,FI,6
Västra Götalands läns västra,Kungälv,25 - Tjuvkil-Instön-Tofta,OGEJ,0
Västra Götalands läns västra,Kungälv,25 - Tjuvkil-Instön-Tofta,OG,0
Västra Götalands läns västra,Kungälv,26 - Ulvegärde-Solbräcke-Olseröd,S,332
Västra Götalands läns västra,Kungälv,26 - Ulvegärde-Solbräcke-Olseröd,M,315
Västra Götalands läns västra,Kungälv,26 - Ulvegärde-Solbräcke-Olseröd,SD,251
Västra Götalands läns västra,Kungälv,26 - Ulvegärde-Solbräcke-Olseröd,KD,94
Västra Götalands läns västra,Kungälv,26 - Ulvegärde-Solbräcke-Olseröd,C,90
Västra Götalands läns västra,Kungälv,26 - Ulvegärde-Solbräcke-Olseröd,V,88
Västra Götalands läns västra,Kungälv,26 - Ulvegärde-Solbräcke-Olseröd,L,80
Västra Götalands läns västra,Kungälv,26 - Ulvegärde-Solbräcke-Olseröd,MP,56
Västra Götalands läns västra,Kungälv,26 - Ulvegärde-Solbräcke-Olseröd,BLANK,9
Västra Götalands läns västra,Kungälv,26 - Ulvegärde-Solbräcke-Olseröd,FI,5
Västra Götalands läns västra,Kungälv,26 - Ulvegärde-Solbräcke-Olseröd,ÖVR,5
Västra Götalands läns västra,Kungälv,26 - Ulvegärde-Solbräcke-Olseröd,OGEJ,1
Västra Götalands läns västra,Kungälv,26 - Ulvegärde-Solbräcke-Olseröd,OG,1
Västra Götalands läns västra,Kungälv,27 - Ytterby C-Kastellegården,S,343
Västra Götalands läns västra,Kungälv,27 - Ytterby C-Kastellegården,M,245
Västra Götalands läns västra,Kungälv,27 - Ytterby C-Kastellegården,SD,231
Västra Götalands läns västra,Kungälv,27 - Ytterby C-Kastellegården,C,88
Västra Götalands läns västra,Kungälv,27 - Ytterby C-Kastellegården,L,84
Västra Götalands läns västra,Kungälv,27 - Ytterby C-Kastellegården,V,82
Västra Götalands läns västra,Kungälv,27 - Ytterby C-Kastellegården,KD,78
Västra Götalands läns västra,Kungälv,27 - Ytterby C-Kastellegården,MP,58
Västra Götalands läns västra,Kungälv,27 - Ytterby C-Kastellegården,BLANK,11
Västra Götalands läns västra,Kungälv,27 - Ytterby C-Kastellegården,ÖVR,7
Västra Götalands läns västra,Kungälv,27 - Ytterby C-Kastellegården,FI,6
Västra Götalands läns västra,Kungälv,27 - Ytterby C-Kastellegården,OG,1
Västra Götalands läns västra,Kungälv,27 - Ytterby C-Kastellegården,OGEJ,0
Västra Götalands läns västra,Kungälv,28 - Uppsamlingsdistrikt,M,142
Västra Götalands läns västra,Kungälv,28 - Uppsamlingsdistrikt,S,142
Västra Götalands läns västra,Kungälv,28 - Uppsamlingsdistrikt,SD,103
Västra Götalands läns västra,Kungälv,28 - Uppsamlingsdistrikt,C,57
Västra Götalands läns västra,Kungälv,28 - Uppsamlingsdistrikt,V,53
Västra Götalands läns västra,Kungälv,28 - Uppsamlingsdistrikt,MP,44
Västra Götalands läns västra,Kungälv,28 - Uppsamlingsdistrikt,KD,41
Västra Götalands läns västra,Kungälv,28 - Uppsamlingsdistrikt,L,33
Västra Götalands läns västra,Kungälv,28 - Uppsamlingsdistrikt,ÖVR,12
Västra Götalands läns västra,Kungälv,28 - Uppsamlingsdistrikt,BLANK,9
Västra Götalands läns västra,Kungälv,28 - Uppsamlingsdistrikt,FI,2
Västra Götalands läns västra,Kungälv,28 - Uppsamlingsdistrikt,OGEJ,0
Västra Götalands läns västra,Kungälv,28 - Uppsamlingsdistrikt,OG,0
Västra Götalands läns västra,Kungälv,2 - Diseröd-Dösebacka,S,287
Västra Götalands läns västra,Kungälv,2 - Diseröd-Dösebacka,SD,217
Västra Götalands läns västra,Kungälv,2 - Diseröd-Dösebacka,M,215
Västra Götalands läns västra,Kungälv,2 - Diseröd-Dösebacka,KD,100
Västra Götalands läns västra,Kungälv,2 - Diseröd-Dösebacka,C,85
Västra Götalands läns västra,Kungälv,2 - Diseröd-Dösebacka,L,75
Västra Götalands läns västra,Kungälv,2 - Diseröd-Dösebacka,V,50
Västra Götalands läns västra,Kungälv,2 - Diseröd-Dösebacka,MP,36
Västra Götalands läns västra,Kungälv,2 - Diseröd-Dösebacka,FI,8
Västra Götalands läns västra,Kungälv,2 - Diseröd-Dösebacka,BLANK,8
Västra Götalands läns västra,Kungälv,2 - Diseröd-Dösebacka,ÖVR,6
Västra Götalands läns västra,Kungälv,2 - Diseröd-Dösebacka,OGEJ,0
Västra Götalands läns västra,Kungälv,2 - Diseröd-Dösebacka,OG,0
Västra Götalands läns västra,Kungälv,3 - Fontin-Gamla Staden,M,219
Västra Götalands läns västra,Kungälv,3 - Fontin-Gamla Staden,S,206
Västra Götalands läns västra,Kungälv,3 - Fontin-Gamla Staden,SD,167
Västra Götalands läns västra,Kungälv,3 - Fontin-Gamla Staden,C,92
Västra Götalands läns västra,Kungälv,3 - Fontin-Gamla Staden,V,85
Västra Götalands läns västra,Kungälv,3 - Fontin-Gamla Staden,L,63
Västra Götalands läns västra,Kungälv,3 - Fontin-Gamla Staden,KD,62
Västra Götalands läns västra,Kungälv,3 - Fontin-Gamla Staden,MP,55
Västra Götalands läns västra,Kungälv,3 - Fontin-Gamla Staden,ÖVR,13
Västra Götalands läns västra,Kungälv,3 - Fontin-Gamla Staden,FI,6
Västra Götalands läns västra,Kungälv,3 - Fontin-Gamla Staden,BLANK,5
Västra Götalands läns västra,Kungälv,3 - Fontin-Gamla Staden,OGEJ,1
Västra Götalands läns västra,Kungälv,3 - Fontin-Gamla Staden,OG,0
Västra Götalands läns västra,Kungälv,4 - Fridhem-Tveten,S,387
Västra Götalands läns västra,Kungälv,4 - Fridhem-Tveten,M,262
Västra Götalands läns västra,Kungälv,4 - Fridhem-Tveten,SD,168
Västra Götalands läns västra,Kungälv,4 - Fridhem-Tveten,C,92
Västra Götalands läns västra,Kungälv,4 - Fridhem-Tveten,KD,91
Västra Götalands läns västra,Kungälv,4 - Fridhem-Tveten,V,91
Västra Götalands läns västra,Kungälv,4 - Fridhem-Tveten,L,76
Västra Götalands läns västra,Kungälv,4 - Fridhem-Tveten,MP,67
Västra Götalands läns västra,Kungälv,4 - Fridhem-Tveten,ÖVR,19
Västra Götalands läns västra,Kungälv,4 - Fridhem-Tveten,BLANK,13
Västra Götalands läns västra,Kungälv,4 - Fridhem-Tveten,FI,2
Västra Götalands läns västra,Kungälv,4 - Fridhem-Tveten,OG,1
Västra Götalands läns västra,Kungälv,4 - Fridhem-Tveten,OGEJ,0
Västra Götalands läns västra,Kungälv,5 - Harestad,SD,171
Västra Götalands läns västra,Kungälv,5 - Harestad,M,147
Västra Götalands läns västra,Kungälv,5 - Harestad,S,141
Västra Götalands läns västra,Kungälv,5 - Harestad,C,77
Västra Götalands läns västra,Kungälv,5 - Harestad,V,60
Västra Götalands läns västra,Kungälv,5 - Harestad,KD,50
Västra Götalands läns västra,Kungälv,5 - Harestad,MP,33
Västra Götalands läns västra,Kungälv,5 - Harestad,L,25
Västra Götalands läns västra,Kungälv,5 - Harestad,ÖVR,10
Västra Götalands läns västra,Kungälv,5 - Harestad,BLANK,5
Västra Götalands läns västra,Kungälv,5 - Harestad,FI,2
Västra Götalands läns västra,Kungälv,5 - Harestad,OGEJ,0
Västra Götalands läns västra,Kungälv,5 - Harestad,OG,0
Västra Götalands läns västra,Kungälv,6 - Hålta-Lökeberg,SD,182
Västra Götalands läns västra,Kungälv,6 - Hålta-Lökeberg,M,179
Västra Götalands läns västra,Kungälv,6 - Hålta-Lökeberg,S,154
Västra Götalands läns västra,Kungälv,6 - Hålta-Lökeberg,C,124
Västra Götalands läns västra,Kungälv,6 - Hålta-Lökeberg,KD,80
Västra Götalands läns västra,Kungälv,6 - Hålta-Lökeberg,V,65
Västra Götalands läns västra,Kungälv,6 - Hålta-Lökeberg,MP,40
Västra Götalands läns västra,Kungälv,6 - Hålta-Lökeberg,L,33
Västra Götalands läns västra,Kungälv,6 - Hålta-Lökeberg,BLANK,10
Västra Götalands läns västra,Kungälv,6 - Hålta-Lökeberg,FI,9
Västra Götalands läns västra,Kungälv,6 - Hålta-Lökeberg,ÖVR,4
Västra Götalands läns västra,Kungälv,6 - Hålta-Lökeberg,OGEJ,0
Västra Götalands läns västra,Kungälv,6 - Hålta-Lökeberg,OG,0
Västra Götalands läns västra,Kungälv,7 - Kareby-Ullstorp,M,259
Västra Götalands läns västra,Kungälv,7 - Kareby-Ullstorp,S,217
Västra Götalands läns västra,Kungälv,7 - Kareby-Ullstorp,SD,171
Västra Götalands läns västra,Kungälv,7 - Kareby-Ullstorp,C,109
Västra Götalands läns västra,Kungälv,7 - Kareby-Ullstorp,KD,92
Västra Götalands läns västra,Kungälv,7 - Kareby-Ullstorp,L,90
Västra Götalands läns västra,Kungälv,7 - Kareby-Ullstorp,MP,50
Västra Götalands läns västra,Kungälv,7 - Kareby-Ullstorp,V,39
Västra Götalands läns västra,Kungälv,7 - Kareby-Ullstorp,ÖVR,7
Västra Götalands läns västra,Kungälv,7 - Kareby-Ullstorp,BLANK,7
Västra Götalands läns västra,Kungälv,7 - Kareby-Ullstorp,FI,3
Västra Götalands läns västra,Kungälv,7 - Kareby-Ullstorp,OGEJ,0
Västra Götalands läns västra,Kungälv,7 - Kareby-Ullstorp,OG,0
Västra Götalands läns västra,Kungälv,8 - Kode,S,246
Västra Götalands läns västra,Kungälv,8 - Kode,M,232
Västra Götalands läns västra,Kungälv,8 - Kode,SD,193
Västra Götalands läns västra,Kungälv,8 - Kode,KD,89
Västra Götalands läns västra,Kungälv,8 - Kode,C,84
Västra Götalands läns västra,Kungälv,8 - Kode,L,61
Västra Götalands läns västra,Kungälv,8 - Kode,V,38
Västra Götalands läns västra,Kungälv,8 - Kode,MP,33
Västra Götalands läns västra,Kungälv,8 - Kode,BLANK,11
Västra Götalands läns västra,Kungälv,8 - Kode,ÖVR,9
Västra Götalands läns västra,Kungälv,8 - Kode,FI,1
Västra Götalands läns västra,Kungälv,8 - Kode,OGEJ,0
Västra Götalands läns västra,Kungälv,8 - Kode,OG,0
Västra Götalands läns västra,Kungälv,9 - Komarken N-Gamla Grinden,S,371
Västra Götalands läns västra,Kungälv,9 - Komarken N-Gamla Grinden,SD,166
Västra Götalands läns västra,Kungälv,9 - Komarken N-Gamla Grinden,M,152
Västra Götalands läns västra,Kungälv,9 - Komarken N-Gamla Grinden,V,103
Västra Götalands läns västra,Kungälv,9 - Komarken N-Gamla Grinden,KD,64
Västra Götalands läns västra,Kungälv,9 - Komarken N-Gamla Grinden,C,47
Västra Götalands läns västra,Kungälv,9 - Komarken N-Gamla Grinden,MP,39
Västra Götalands läns västra,Kungälv,9 - Komarken N-Gamla Grinden,L,38
Västra Götalands läns västra,Kungälv,9 - Komarken N-Gamla Grinden,ÖVR,10
Västra Götalands läns västra,Kungälv,9 - Komarken N-Gamla Grinden,FI,4
Västra Götalands läns västra,Kungälv,9 - Komarken N-Gamla Grinden,BLANK,4
Västra Götalands läns västra,Kungälv,9 - Komarken N-Gamla Grinden,OGEJ,2
Västra Götalands läns västra,Kungälv,9 - Komarken N-Gamla Grinden,OG,0
Västra Götalands läns västra,Lerum,0 - Aggetorp - Björboholm,SD,286
Västra Götalands läns västra,Lerum,0 - Aggetorp - Björboholm,S,259
Västra Götalands läns västra,Lerum,0 - Aggetorp - Björboholm,M,254
Västra Götalands läns västra,Lerum,0 - Aggetorp - Björboholm,V,114
Västra Götalands läns västra,Lerum,0 - Aggetorp - Björboholm,KD,111
Västra Götalands läns västra,Lerum,0 - Aggetorp - Björboholm,C,92
Västra Götalands läns västra,Lerum,0 - Aggetorp - Björboholm,MP,59
Västra Götalands läns västra,Lerum,0 - Aggetorp - Björboholm,L,52
Västra Götalands läns västra,Lerum,0 - Aggetorp - Björboholm,BLANK,16
Västra Götalands läns västra,Lerum,0 - Aggetorp - Björboholm,FI,6
Västra Götalands läns västra,Lerum,0 - Aggetorp - Björboholm,ÖVR,6
Västra Götalands läns västra,Lerum,0 - Aggetorp - Björboholm,OGEJ,0
Västra Götalands läns västra,Lerum,0 - Aggetorp - Björboholm,OG,0
Västra Götalands läns västra,Lerum,10 - Norra Aspenäs - Axåsen,M,332
Västra Götalands läns västra,Lerum,10 - Norra Aspenäs - Axåsen,S,160
Västra Götalands läns västra,Lerum,10 - Norra Aspenäs - Axåsen,SD,148
Västra Götalands läns västra,Lerum,10 - Norra Aspenäs - Axåsen,C,140
Västra Götalands läns västra,Lerum,10 - Norra Aspenäs - Axåsen,L,127
Västra Götalands läns västra,Lerum,10 - Norra Aspenäs - Axåsen,KD,99
Västra Götalands läns västra,Lerum,10 - Norra Aspenäs - Axåsen,MP,77
Västra Götalands läns västra,Lerum,10 - Norra Aspenäs - Axåsen,V,51
Västra Götalands läns västra,Lerum,10 - Norra Aspenäs - Axåsen,ÖVR,9
Västra Götalands läns västra,Lerum,10 - Norra Aspenäs - Axåsen,BLANK,7
Västra Götalands läns västra,Lerum,10 - Norra Aspenäs - Axåsen,FI,3
Västra Götalands läns västra,Lerum,10 - Norra Aspenäs - Axåsen,OG,1
Västra Götalands läns västra,Lerum,10 - Norra Aspenäs - Axåsen,OGEJ,0
Västra Götalands läns västra,Lerum,11 - Norra Hallsås - Höjden,M,381
Västra Götalands läns västra,Lerum,11 - Norra Hallsås - Höjden,S,281
Västra Götalands läns västra,Lerum,11 - Norra Hallsås - Höjden,SD,189
Västra Götalands läns västra,Lerum,11 - Norra Hallsås - Höjden,C,119
Västra Götalands läns västra,Lerum,11 - Norra Hallsås - Höjden,L,103
Västra Götalands läns västra,Lerum,11 - Norra Hallsås - Höjden,KD,100
Västra Götalands läns västra,Lerum,11 - Norra Hallsås - Höjden,MP,74
Västra Götalands läns västra,Lerum,11 - Norra Hallsås - Höjden,V,68
Västra Götalands läns västra,Lerum,11 - Norra Hallsås - Höjden,BLANK,15
Västra Götalands läns västra,Lerum,11 - Norra Hallsås - Höjden,FI,8
Västra Götalands läns västra,Lerum,11 - Norra Hallsås - Höjden,ÖVR,6
Västra Götalands läns västra,Lerum,11 - Norra Hallsås - Höjden,OGEJ,0
Västra Götalands läns västra,Lerum,11 - Norra Hallsås - Höjden,OG,0
Västra Götalands läns västra,Lerum,12 - Olstorp,SD,263
Västra Götalands läns västra,Lerum,12 - Olstorp,S,245
Västra Götalands läns västra,Lerum,12 - Olstorp,M,237
Västra Götalands läns västra,Lerum,12 - Olstorp,C,88
Västra Götalands läns västra,Lerum,12 - Olstorp,KD,82
Västra Götalands läns västra,Lerum,12 - Olstorp,V,59
Västra Götalands läns västra,Lerum,12 - Olstorp,MP,47
Västra Götalands läns västra,Lerum,12 - Olstorp,L,44
Västra Götalands läns västra,Lerum,12 - Olstorp,ÖVR,14
Västra Götalands läns västra,Lerum,12 - Olstorp,BLANK,9
Västra Götalands läns västra,Lerum,12 - Olstorp,FI,4
Västra Götalands läns västra,Lerum,12 - Olstorp,OGEJ,1
Västra Götalands läns västra,Lerum,12 - Olstorp,OG,0
Västra Götalands läns västra,Lerum,13 - Rydsberg - Almekärr,M,343
Västra Götalands läns västra,Lerum,13 - Rydsberg - Almekärr,S,264
Västra Götalands läns västra,Lerum,13 - Rydsberg - Almekärr,SD,172
Västra Götalands läns västra,Lerum,13 - Rydsberg - Almekärr,C,122
Västra Götalands läns västra,Lerum,13 - Rydsberg - Almekärr,L,119
Västra Götalands läns västra,Lerum,13 - Rydsberg - Almekärr,KD,103
Västra Götalands läns västra,Lerum,13 - Rydsberg - Almekärr,MP,90
Västra Götalands läns västra,Lerum,13 - Rydsberg - Almekärr,V,66
Västra Götalands läns västra,Lerum,13 - Rydsberg - Almekärr,BLANK,11
Västra Götalands läns västra,Lerum,13 - Rydsberg - Almekärr,ÖVR,9
Västra Götalands läns västra,Lerum,13 - Rydsberg - Almekärr,FI,2
Västra Götalands läns västra,Lerum,13 - Rydsberg - Almekärr,OGEJ,0
Västra Götalands läns västra,Lerum,13 - Rydsberg - Almekärr,OG,0
Västra Götalands läns västra,Lerum,14 - Sjövik,S,214
Västra Götalands läns västra,Lerum,14 - Sjövik,SD,195
Västra Götalands läns västra,Lerum,14 - Sjövik,M,146
Västra Götalands läns västra,Lerum,14 - Sjövik,C,103
Västra Götalands läns västra,Lerum,14 - Sjövik,V,96
Västra Götalands läns västra,Lerum,14 - Sjövik,KD,66
Västra Götalands läns västra,Lerum,14 - Sjövik,MP,51
Västra Götalands läns västra,Lerum,14 - Sjövik,L,34
Västra Götalands läns västra,Lerum,14 - Sjövik,ÖVR,14
Västra Götalands läns västra,Lerum,14 - Sjövik,BLANK,11
Västra Götalands läns västra,Lerum,14 - Sjövik,FI,6
Västra Götalands läns västra,Lerum,14 - Sjövik,OGEJ,1
Västra Götalands läns västra,Lerum,14 - Sjövik,OG,0
Västra Götalands läns västra,Lerum,15 - Stannum - Ljungvik,S,244
Västra Götalands läns västra,Lerum,15 - Stannum - Ljungvik,SD,196
Västra Götalands läns västra,Lerum,15 - Stannum - Ljungvik,M,140
Västra Götalands läns västra,Lerum,15 - Stannum - Ljungvik,C,77
Västra Götalands läns västra,Lerum,15 - Stannum - Ljungvik,V,58
